ima_method_id,ima_method_revision_id,ima_method_assembly_id,ima_level,ima_part_id,ima_part_revision_id,ima_unit_of_measure,ima_part_short_description,ima_part_long_description_text,ima_use_method,ima_source_method_id,ima_source_revision_id,ima_production_notes_text,ima_quantity_per_parent,ima_pull_all_from_stock,ima_documents,ima_created_by,ima_created_date
M046-0045,0,0,1,M046-0045,0,EA,31972,31972,FALSE,,,,1,FALSE,16603,,
S039-1330,0,0,1,S039-1330,0,EA,417-001-643,DECK-MONO-FRONT-290-RH,FALSE,,,,1,FALSE,16866,,
S039-1331,0,0,1,S039-1331,0,EA,417-001-644,DECK-MONO-FRONT-290-LH,FALSE,,,,1,FALSE,16867,,
R024-0020,0,0,1,R024-0020,0,EA,18579,PLATFORM CROSSMEMBER 400/3400,FALSE,,,,1,FALSE,16684,,
M026-0649,0,0,1,M026-0649,0,EA,SP50-4033-00C4,DUAL FUEL SUPPORT,FALSE,,,,1,FALSE,16705,,
M026-0650,0,0,1,M026-0650,0,EA,1505-5100-00S3,MAIN GAS ORIFICE,FALSE,,,,1,FALSE,16713,,
S046-0486,0,0,1,S046-0486,0,EA,145-006,RH-BAF-DUAL-RESISTOR-2DR-36IN,FALSE,,,,1,FALSE,16754,,
A050-0024,0,0,1,A050-0024,0,EA,C9684,"WRAPPER CHANNEL, ADAICO RATCHET 120 ROADSIDE",FALSE,,,,1,FALSE,16795,,
A050-0025,0,0,1,A050-0025,0,EA,C9685,WRAPPER CHANNEL ADAICO RATCHET 120 CURBSIDE,FALSE,,,,1,FALSE,16796,,
C005-0494,0,0,1,C005-0494,0,EA,DETAIL A,32 LONG CHANNEL,FALSE,,,,1,FALSE,16804,,
S046-0492,0,0,1,S046-0492,0,EA,TOP STEEL TURNTABLE PLATE,TOP STEEL TURNTABLE PLATE,FALSE,,,,1,FALSE,16856,,
S039-1300,0,0,1,S039-1300,0,EA,634968-2,"1/4"" HRPO",FALSE,,,,1,FALSE,16829,,
S039-1311,0,0,1,S039-1311,0,EA,SM26720,OVAL SIGN W/ STEM,FALSE,,,,1,FALSE,16836,,
S039-1326,0,0,1,S039-1326,0,EA,417-001-296,SPINDLE BRACE-CENTRE-290,FALSE,,,,1,FALSE,16851,,
K016-0758,0,0,1,K016-0758,0,EA,BAKE OFF OLD PAINT,POWDER COAT PRISMATIC FIRESIDE COPPER,FALSE,,,,1,FALSE,,,
S046-0489,0,0,1,S046-0489,0,EA,105-251,300-036 RESISTOR-COVER,FALSE,,,,1,FALSE,16809,,
A050-0026,0,0,1,A050-0026,0,EA,C3863,"WRAPPER CHANNEL, ADAICO RATCHET 113 CS FRONT_107 IH",FALSE,,,,1,FALSE,16817,,
A050-0027,0,0,1,A050-0027,0,EA,C3864,WRAPPER CHANNEL ADAICO RATCHET 113 RS FRONT_107 IH,FALSE,,,,1,FALSE,16818,,
S046-0490,0,0,1,S046-0490,0,EA,TOWER HINGE ASM,TOWER HINGE ASM,FALSE,,,,1,FALSE,"16811
16812
16813",,
A053-0086,0,0,1,A053-0086,0,EA,5245042531 - **P-COAT ONLY**,5245042531 - **P-COAT ONLY**,FALSE,,,,1,FALSE,,,
S039-1301,0,0,1,S039-1301,0,EA,634968-3,"1/4"" HRPO",FALSE,,,,1,FALSE,16830,,
S039-1302,0,0,1,S039-1302,0,EA,634968-4,"1/4"" HRPO",FALSE,,,,1,FALSE,16832,,
S039-1303,0,0,1,S039-1303,0,EA,634968-5,"1/4"" HRPO",FALSE,,,,1,FALSE,16831,,
S039-1304,0,0,1,S039-1304,0,EA,634970-1,"1/4"" HRPO",FALSE,,,,1,FALSE,16833,,
S039-1312,0,0,1,S039-1312,0,EA,SM26720A,OVAL SIGN W/OUT STEM,FALSE,,,,1,FALSE,16837,,
S039-1313,0,0,1,S039-1313,0,EA,FB-1,PLATE W/O SLOTS,FALSE,,,,1,FALSE,16838,,
S039-1314,0,0,1,S039-1314,0,EA,FB-2,PLATE W/ SLOTS,FALSE,,,,1,FALSE,16839,,
S039-1315,0,0,1,S039-1315,0,EA,417-001-206,ROLL LUG-FRONT OUTER,FALSE,,,,1,FALSE,16840,,
S039-1317,0,0,1,S039-1317,0,EA,417-001-636,BODY PAN END PLATE,FALSE,,,,1,FALSE,16842,,
S039-1320,0,0,1,S039-1320,0,EA,417-001-637,COVER SUPPORT - 290,FALSE,,,,1,FALSE,16845,,
S039-1325,0,0,1,S039-1325,0,EA,417-001-307,SPINDLE BRACE -B&D-290,FALSE,,,,1,FALSE,16850,,
S039-1323,0,0,1,S039-1323,0,EA,418-000-883,SAFETY CABLE ATTACH POINT,FALSE,,,,1,FALSE,16848,,
S039-1327,0,0,1,S039-1327,0,EA,417-001-639,INNER BUFFER MOUNT -L&R,FALSE,,,,1,FALSE,16852,,
A038-0114,0,0,1,A038-0114,0,EA,"16ga 6"" x 7"" Galv Shim 1/16"" - (2)5/8"" h","16ga 6"" x 7"" Galv Shim 1/16"" - (2)5/8"" h",FALSE,,,,1,FALSE,16906,,
S039-1339,0,0,1,S039-1339,0,EA,417-001-635,BAFFLE 3,FALSE,,,,1,FALSE,16874,,
S039-1341,0,0,1,S039-1341,0,EA,418-000-842,WEB - RAIL TO REAR AXLE SHS,FALSE,,,,1,FALSE,16876,,
S039-1342,0,0,1,S039-1342,0,EA,417-001-666,BAFFLE 2,FALSE,,,,1,FALSE,16877,,
C026-0038,0,0,1,C026-0038,0,EA,201021,MOUNTING PLATE,FALSE,,,,1,FALSE,16986,,
T053-0002,0,0,1,T053-0002,0,EA,TRIM,"22GA SS 1"" X 120"" STRIPS",FALSE,,,,1,FALSE,,,
S038-1035,0,0,1,S038-1035,0,EA,HS07-6X040MA03141X390024,"SHEET, HS 7 GA 6"" X 40""",FALSE,,,,1,FALSE,16953,,
S002-1218,0,0,1,S002-1218,0,EA,629800,PLATE; PIN; MOUNT; BRAKE,FALSE,,,,1,FALSE,16885,,
S038-1029,0,0,1,S038-1029,0,EA,S.4-03X011.38-IBC-NOHOLE,"3/8"" PLATE, 3"" X 11 3/8""",FALSE,,,,1,FALSE,16886,,
S038-1032,0,0,1,S038-1032,0,EA,SSDLBO-TR4X6ARM-400SB,"SHEET, 10GA 5 7/16"" X 15 1/2",FALSE,,,,1,FALSE,16965,,
S038-1033,0,0,1,S038-1033,0,EA,DSDLBO-TR4X6ARM-400SB,"SHEET, 10GA 5 7/16"" X 17 15/16",FALSE,,,,1,FALSE,16968,,
S038-1034,0,0,1,S038-1034,0,EA,S10-05.63X006.88-SADDLE,"SHEET, 10GA 5 5/8"" X 6 7/8""",FALSE,,,,1,FALSE,16966,,
A050-0028,0,0,1,A050-0028,0,EA,ST7338 PAD UHMW TUNNEL SLIDE PANEL BRKT,ST7338 PAD UHMW TUNNEL SLIDE PANEL BRKT,FALSE,,,,1,FALSE,16907,,
A050-0030,0,0,1,A050-0030,0,EA,ST7356 PLATE UHMW CAMERA ISOLATOR,ST7356 PLATE UHMW CAMERA ISOLATOR,FALSE,,,,1,FALSE,16909,,
C026-0039,0,0,1,C026-0039,0,EA,201022,COVER,FALSE,,,,1,FALSE,16987,,
M047-0105,0,0,1,M047-0105,0,EA,92007,"LASER CUT 92007.DXF ON 12GA 304 SS
MWS SUPPLIED SS - THICKNESS MUST BE 0.090 TO 0.105",FALSE,,,,1,FALSE,16934,,
M047-0106,0,0,1,M047-0106,0,EA,92009,"LASER CUT USING 92009.DXF ON .080 5052 ALUM
CUSTOMER SUPPLIED",FALSE,,,,1,FALSE,16935,,
A050-0033,0,0,1,A050-0033,0,EA,A050-0033,"HEADER CONTAINER DOOR 65.875 W/HOLES, SST",FALSE,,,,1,FALSE,16912,,
S038-1030,0,0,1,S038-1030,0,EA,SHIM-BA3X9,"16 GA SHIM FOR 3"" WIDE BASEANG",FALSE,,,,1,FALSE,16942,,
S038-1031,0,0,1,S038-1031,0,EA,HBP-625-1616-4H-625,"BASE PLATE 5/8"" X 16 X 16 4 HOLE 5/8"" DIA",FALSE,,,,1,FALSE,17011,,
A038-0111,0,0,1,A038-0111,0,EA,"11ga 4.5"" x 12"" Galv Shim 1/8"" - (3)3/4"" h","11ga 4.5"" x 12"" Galv Shim 1/8"" - (3)3/4"" h",FALSE,,,,1,FALSE,16903,,
A038-0112,0,0,1,A038-0112,0,EA,"16ga 4.5"" x 12"" Galv Shim 1/16"" - (3)3/4"" h","16ga 4.5"" x 12"" Galv Shim 1/16"" - (3)3/4"" h",FALSE,,,,1,FALSE,16904,,
A038-0113,0,0,1,A038-0113,0,EA,"11ga 6"" x 7"" Galv Shim 1/8"" - (2)5/8"" h","11ga 6"" x 7"" Galv Shim 1/8"" - (2)5/8"" h",FALSE,,,,1,FALSE,16905,,
S038-1036,0,0,1,S038-1036,0,EA,HBP-625-1818-8H-8125,"5/8"" BASE PLATE 18"" X 18""",FALSE,,,,1,FALSE,17012,,
S038-1037,0,0,1,S038-1037,0,EA,HS07-5X045UA01BF42000029,"SHEET, HS 7GA 5"" X 45""",FALSE,,,,1,FALSE,17028,,
S039-1352,0,0,1,S039-1352,0,EA,FB 6.5-2,SLOTTED PLATE,FALSE,,,,1,FALSE,16972,,
S039-1353,0,0,1,S039-1353,0,EA,CENTER BRACE,LASER CUT ONLY,FALSE,,,,1,FALSE,16983,,
S039-1354,0,0,1,S039-1354,0,EA,MID BRACE,LASER CUT ONLY,FALSE,,,,1,FALSE,16984,,
S039-1351,0,0,1,S039-1351,0,EA,FB 6.5-1,BLANK PLATE,FALSE,,,,1,FALSE,16971,,
S039-1355,0,0,1,S039-1355,0,EA,T-B RAIL,LASER CUT ONLY,FALSE,,,,1,FALSE,16985,,
H035-0008,0,0,1,H035-0008,0,EA,14120028300,Support Base,FALSE,,,,1,FALSE,17010,,
S039-1357,0,0,1,S039-1357,0,EA,"U5009371M - 1/2"" HRPO","U5009371M - 1/2"" HRPO",FALSE,,,,1,FALSE,16975,,
S039-1359,0,0,1,S039-1359,0,EA,"U5009371M-004 - 1/2"" HRPO","U5009371M-004 - 1/2"" HRPO",FALSE,,,,1,FALSE,16977,,
S039-1358,0,0,1,S039-1358,0,EA,"U5009371M-003  1/2"" HRPO","U5009371M-003  1/2"" HRPO",FALSE,,,,1,FALSE,16976,,
S039-1360,0,0,1,S039-1360,0,EA,"U5009384M-001 - 1/2"" HRPO","U5009384M-001 - 1/2"" HRPO",FALSE,,,,1,FALSE,16978,,
S039-1361,0,0,1,S039-1361,0,EA,"U5009378M - 3/4"" HRPO","U5009378M - 3/4"" HRPO",FALSE,,,,1,FALSE,16980,,
M026-0658,0,0,1,M026-0658,0,EA,2005-3420-00S3,"MAIN GAS ORIFICE  PLATE 11/16""D",FALSE,,,,1,FALSE,17062,,
S038-1038,0,0,1,S038-1038,0,EA,S.3-08.75X008.75-BRHF,"SHEET, 1/4"" -8-3/4"" X 8-3/4""",FALSE,,,,1,FALSE,17053,,
S038-1039,0,0,1,S038-1039,0,EA,S.3-03X014.5-BRHF,"SHEET, 1/4' - 3"" X 14 1/2""",FALSE,,,,1,FALSE,17054,,
S046-0510,0,0,1,S046-0510,0,EA,"105-252 PANEL, NLA-INTAKE-CVR-RETRO","105-252 PANEL, NLA-INTAKE-CVR-RETRO",FALSE,,,,1,FALSE,17047,,
S038-1040,0,0,1,S038-1040,0,EA,BP4-14,"7GA BOLT PLATE 4"" X 14""",FALSE,,,,1,FALSE,,,
S046-0458,A,0,1,S046-0458,A,EA,120-289,"ENCLOSURE ACCESSORY, PALLET BASE EB125/220",FALSE,,,,1,FALSE,"16185
16186
16187
16188
16189
16190
16191
16192
16193
16194",,
M026-0612,A,0,1,M026-0612,A,EA,RD-0430-00S3,"RD-0430-00S3
AIR BAFFLE PLATE W 3/8"" HOLES",FALSE,,,,1,FALSE,15990,,
A050-0013,A,0,1,A050-0013,A,EA,ST7353,ST7353 PLATE TUNNEL ROOF PANEL,FALSE,,,,1,FALSE,16107,,
Y002-0537,A,0,1,Y002-0537,A,EA,YT435934B-AO BASE BACKING PLATE 1.96 5.90 .500,,FALSE,,,,1,FALSE,5941,,
L010-0042,A,0,1,L010-0042,A,EA,1120-00-0028,DOOR WAY SIDE PANEL,FALSE,,,,1,FALSE,16206,,
S039-1154,A,0,1,S039-1154,A,EA,300228-OS,300228-OS FIRE RISER SUPPORT,FALSE,,,,1,FALSE,15808,,
H030-0075,A,0,1,H030-0075,A,EA,900-1807,900-1807 STTF01,FALSE,,,,1,FALSE,16073,,
H026-0051,A,0,1,H026-0051,A,EA,3079882 BASE-STD MDM INDOOR OUTDOOR,3079882 BASE-STD MDM INDOOR OUTDOOR,FALSE,,,,1,FALSE,5098,,
M026-0203,A,0,1,M026-0203,A,EA,4008-6200-00C4 OIL SOLENOID VALVE BASE,,FALSE,,,,1,FALSE,5724,,
S038-0484,A,0,1,S038-0484,A,EA,S.3-02.63X015-SLG,,FALSE,,,,1,FALSE,8430,,
S002-1187,A,0,1,S002-1187,A,EA,315845 PFC BEARING MOUNT PLATE,315845 PFC BEARING MOUNT PLATE,FALSE,,,,1,FALSE,15812,,
S002-1188,A,0,1,S002-1188,A,EA,315846,315846 PFC; BEARING MOUNT END PLATE,FALSE,,,,1,FALSE,15813,,
S039-1153,A,0,1,S039-1153,A,EA,300200,300200 SPRINKLER KICK GUARD,FALSE,,,,1,FALSE,15811,,
K007-0076,A,0,1,K007-0076,A,EA,T9450MT12,HORIZONTAL Z-BRACKET 22 RUNS OF COAX,FALSE,,,,1,FALSE,,,
K007-0386,A,0,1,K007-0386,A,EA,K3101KT-2 VERTICAL TRAPEZE SECTION,K3101KT-2 VERTICAL TRAPEZE SECTION,FALSE,,,,1,FALSE,4775,,
M030-0320,A,0,1,M030-0320,A,EA,177070401 PLT SL BHD HDR,"177070401 PLT SL BHD HDR
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",FALSE,,,,1,FALSE,5668,,
M030-0322,A,0,1,M030-0322,A,EA,187050412 GRD LMP SI,"187050412 GRD LMP SI
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",FALSE,,,,1,FALSE,5670,,
M030-0323,A,0,1,M030-0323,A,EA,117094400 BRKT MDL AL .102 X 5.25 X 17.03,***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***,FALSE,,,,1,FALSE,5671,,
N016-0138,A,0,1,N016-0138,A,EA,CFAB-10092,COVER POWER ENTRY,FALSE,,,,1,FALSE,5464,,
T042-0024,A,0,1,T042-0024,A,EA,"308140 COMPLETE LASER CUT 1/2"" HRPO",,FALSE,,,,1,FALSE,11350,,
S038-0440,A,0,1,S038-0440,A,EA,F.5X12-006.5-IBC,F.5X12-006.5-IBC,FALSE,,,,1,FALSE,5687,,
S038-0465,A,0,1,S038-0465,A,EA,"F.5X10-005.75-IBC FLAT 1/2""X10-5-3/4""",,FALSE,,,,1,FALSE,6054,,
S038-0473,A,0,1,S038-0473,A,EA,GR-CLIP-GATE,,FALSE,,,,1,FALSE,5899,,
S038-0483,A,0,1,S038-0483,A,EA,S.3-02.63X010.25-SLG,,FALSE,,,,1,FALSE,6050,,
H026-0064,A,0,1,H026-0064,A,EA,3113096 BASE FRONT SMALL EZ 106 X 27,3113096 BASE FRONT SMALL EZ 106 X 27,FALSE,,,,1,FALSE,,,
M030-0367,A,0,1,M030-0367,A,EA,207008202 BPR BRKT A WLDMT,BPR BRKT A WLDMT,FALSE,,,,1,FALSE,,,
M030-0448,A,0,1,M030-0448,A,EA,205101407 SPCR S/FRM STL11GAX6X8.5 GALV,205101407 SPCR S/FRM STL11GAX6X8.5 GALV,FALSE,,,,1,FALSE,11739,,
H026-0067,A,0,1,H026-0067,A,EA,3119649 BASE-REAR 4COMPR LGE 134X27,3119649 BASE-REAR 4COMPR LGE 134X27,FALSE,,,,1,FALSE,8900,,
S028-0071,A,0,1,S028-0071,A,EA,CASTER ZEE BRKT,CASTER ZEE BRKT,FALSE,,,,1,FALSE,,,
A050-0018,A,0,1,A050-0018,A,EA,ST7432,ST7432 TRIM THRESHOLD SIDE DOOR,FALSE,,,,1,FALSE,16143,,
S038-0576,A,0,1,S038-0576,A,EA,"F.5X8-005.25-IBC Flat 1/2""x8""-5 1/4""","F.5X8-005.25-IBC Flat 1/2""x8""-5 1/4""",FALSE,,,,1,FALSE,8749,,
H026-0069,A,0,1,H026-0069,A,EA,3100737 FILLER-CONT PNL MED LGE,3100737 FILLER-CONT PNL MED LGE,FALSE,,,,1,FALSE,8613,,
S038-0595,A,0,1,S038-0595,A,EA,"F.5X7-013.625-IBC Flat, 1/2"" x 7""-13 5/8""","F.5X7-013.625-IBC Flat, 1/2"" x 7""-13 5/8""",FALSE,,,,1,FALSE,8591,,
H026-0070,A,0,1,H026-0070,A,EA,3100738 FILLER-CONT PNL EX LGE,3100738 FILLER-CONT PNL EX LGE,FALSE,,,,1,FALSE,8995,,
S038-0662,A,0,1,S038-0662,A,EA,"F.5X7-013.75-IBC Footplate 1/2"" X 7"" X 13 3/4""","F.5X7-013.75-IBC Footplate 1/2"" X 7"" X 13 3/4""",FALSE,,,,1,FALSE,9473,,
A050-0010,A,0,1,A050-0010,A,EA,ST7344,ST7344 PLATE TUNNEL FRONT COVER,FALSE,,,,1,FALSE,15859,,
S038-0974,A,0,1,S038-0974,A,EA,SHIM.125-11,"SHIM 1/8""(11GA) 6"" X 9"" - (4) 5/8 HOLES",FALSE,,,,1,FALSE,14956,,
H030-0089,A,0,1,H030-0089,A,EA,900-1831 BAFWF05,,FALSE,,,,1,FALSE,,,
H030-0063,A,0,1,H030-0063,A,EA,900-1792,900-1792 2EMT MCWF01,FALSE,,,,1,FALSE,15932,,
H030-0095,A,0,1,H030-0095,A,EA,900-1837 BAFWF11,,FALSE,,,,1,FALSE,,,
M030-0401,A,0,1,M030-0401,A,EA,217032400 BRKT H/SHLD,217032400 BRKT H/SHLD,FALSE,,,,1,FALSE,10168,,
S002-1012,A,0,1,S002-1012,A,EA,623914 PLATE; CONTROL PANEL; REAR,623914 PLATE; CONTROL PANEL; REAR,FALSE,,,,1,FALSE,10764,,
L010-0030,A,0,1,L010-0030,A,EA,1035-02-A001 PLATE 3/8 X 4 3/8 X 15 1/2 A36,1035-02-A001 PLATE 3/8 X 4 3/8 X 15 1/2 A36,FALSE,,,,1,FALSE,10929,,
L010-0031,A,0,1,L010-0031,A,EA,1035-02-A002 PLATE 3/8 X 5 X 7 3/4 A36,1035-02-A002 PLATE 3/8 X 5 X 7 3/4 A36,FALSE,,,,1,FALSE,10930,,
S002-1006,A,0,1,S002-1006,A,EA,"602421 BASE WMT, CP-50","602421 BASE WMT, CP-50",FALSE,,,,1,FALSE,11510,,
S002-1025,A,0,1,S002-1025,A,EA,608161 BAR; BLOCK LOCK,608161 BAR; BLOCK LOCK,FALSE,,,,1,FALSE,11499,,
S002-1029,A,0,1,S002-1029,A,EA,623956 CAB; LADDER; WMT,623956 CAB; LADDER; WMT,FALSE,,,,1,FALSE,"11506
11504
11505
11503",,
D002-2510,A,0,1,D002-2510,A,EA,Header Border 9843,L18749 HEADER BORDER 9843,FALSE,,,,1,FALSE,16381,,
M049-0007,A,0,1,M049-0007,A,EA,YB357,,FALSE,,,,1,FALSE,16387,,
S039-1168,A,0,1,S039-1168,A,EA,417-001-605,,FALSE,,,,1,FALSE,16369,,
T026-0615,A,0,1,T026-0615,A,EA,ECCL-EXC-P-01 EXT CHUTE SKIN,ECCL-EXC-P-01 EXT CHUTE SKIN,FALSE,,,,1,FALSE,12134,,
D002-2511,A,0,1,D002-2511,A,EA,Kick Panel Face 9843,L18744 KICK PANEL FACE 9843,FALSE,,,,1,FALSE,16382,,
S002-1042,A,0,1,S002-1042,A,EA,"609821 FAB; TUBE, JACK, OUTER","609821 FAB; TUBE, JACK, OUTER",FALSE,,,,1,FALSE,15560,,
D002-2512,A,0,1,D002-2512,A,EA,Header Trim Panel 9843,L18746 HEADER TRIM PANEL 9843,FALSE,,,,1,FALSE,16380,,
D024-0003,A,0,1,D024-0003,A,EA,10014028,LT-LMS THREE SWITCH BRACKET,FALSE,,,,1,FALSE,16546,,
S002-1050,A,0,1,S002-1050,A,EA,618932 WMT; JACK; HD; OUTER; TUBE,618932 WMT; JACK; HD; OUTER; TUBE,FALSE,,,,1,FALSE,12544,,
S002-1053,A,0,1,S002-1053,A,EA,301473 MCAST; BUSHING; 2.27_ID*3.5_OD*0.188L,301473 MCAST; BUSHING; 2.27_ID*3.5_OD*0.188L,FALSE,,,,1,FALSE,12550,,
S002-1066,A,0,1,S002-1066,A,EA,301543 STK; TUBE_RND; W/ DRILL-TAP,301543 STK; TUBE_RND; W/ DRILL-TAP,FALSE,,,,1,FALSE,12729,,
S002-1071,A,0,1,S002-1071,A,EA,623862,623862   PLATE; BATTERY; DBL.; BOX ;TOP,FALSE,,,,1,FALSE,12803,,
S002-1072,A,0,1,S002-1072,A,EA,621240,621240   BATTERY; BOX; BACK,FALSE,,,,1,FALSE,12793,,
S002-1079,A,0,1,S002-1079,A,EA,623299,623299   PLATE; ENGAGE; SIDE; CS,FALSE,,,,1,FALSE,12801,,
S002-1092,A,0,1,S002-1092,A,EA,302863 FAB; PLW400; TUBE_RECT;8.0*4.0*0.5,302863 FAB; PLW400; TUBE_RECT;8.0*4.0*0.5,FALSE,,,,1,FALSE,12860,,
S002-1097,A,0,1,S002-1097,A,EA,618875 PLATE; ENGINE; MOUNT,618875 PLATE; ENGINE; MOUNT,FALSE,,,,1,FALSE,12871,,
S002-1098,A,0,1,S002-1098,A,EA,618938 FC; PLATE; HOSE; CHASE; COVER,618938 FC; PLATE; HOSE; CHASE; COVER,FALSE,,,,1,FALSE,12869,,
S038-0885,A,0,1,S038-0885,A,EA,CLIP-IT09.25-H01.63-HS07,CLIP-IT09.25-H01.63-HS07,FALSE,,,,1,FALSE,13022,,
S002-1120,A,0,1,S002-1120,A,EA,301975 FC; TUBE_RECT; W/ MITER-FILLER; BENT,301975 FC; TUBE_RECT; W/ MITER-FILLER; BENT,FALSE,,,,1,FALSE,13064,,
S039-0257,A,0,1,S039-0257,A,EA,RD30215169 CLASSIC II ALM SWITCH BRKT (AL),RD30215169 CLASSIC II ALM SWITCH BRKT (AL),FALSE,,,,1,FALSE,13294,,
S002-1119,A,0,1,S002-1119,A,EA,316080 PFC; CVR PLATE; BEARINGMOUNT,316080 PFC; CVR PLATE; BEARINGMOUNT,FALSE,,,,1,FALSE,13137,,
S002-1123,A,0,1,S002-1123,A,EA,"302395 PFC; STL; SHEET; W/ HOLE; 8.5""","302395 PFC; STL; SHEET; W/ HOLE; 8.5""",FALSE,,,,1,FALSE,13063,,
S028-0185,A,0,1,S028-0185,A,EA,72 IN JS SCOOP DOLLY BLADE,72 IN JS SCOOP DOLLY BLADE,FALSE,,,,1,FALSE,13249,,
S028-0186,A,0,1,S028-0186,A,EA,SCOOP DOLLY DRYWALL LIP,SCOOP DOLLY DRYWALL LIP,FALSE,,,,1,FALSE,13250,,
M030-0463,A,0,1,M030-0463,A,EA,228053400 PNL BK AL.188 X 20.01 X 95 RH,228053400 PNL BK AL.188 X 20.01 X 95 RH,FALSE,,,,1,FALSE,13288,,
V006-0333,A,0,1,V006-0333,A,EA,86480T,86480T,FALSE,,,,1,FALSE,13489,,
V006-0328,A,0,1,V006-0328,A,EA,111088T,111088T,FALSE,,,,1,FALSE,13531,,
K007-1522,A,0,1,K007-1522,A,EA,T1309MT12-120 Panel Antenna Standoff Bracket,T1309MT12-120 Panel Antenna Standoff Bracket,FALSE,,,,1,FALSE,13506,,
M026-0592,A,0,1,M026-0592,A,EA,0003-9182-00S3,ECONOMIZER CHIMNEY PLATE WELDMENT,FALSE,,,,1,FALSE,13538,,
S038-0907,A,0,1,S038-0907,A,EA,S11SS-48X048-PANTEX,"S11SS-48X048-PANTEX Sheet, 11 Ga. Stainless 48"" x 48""",FALSE,,,,1,FALSE,13563,,
S002-1140,A,0,1,S002-1140,A,EA,623925 SHEET; W/SLOT; FOR SCREEN,623925 SHEET; W/SLOT; FOR SCREEN,FALSE,,,,1,FALSE,13603,,
K007-1525,A,0,1,K007-1525,A,EA,K1515KT-10L ARM FOR ROTATABLE PLATFORM,"FITS 10"" OD UP TO 50"" MONOPOLE",FALSE,,,,1,FALSE,13606,,
M030-0467,A,0,1,M030-0467,A,EA,227027414 (COATED PART),CVR RDO I/P AL.102X2.5X8.75 Rev: A(COATED PART),FALSE,,,,1,FALSE,13678,,
S002-1142,A,0,1,S002-1142,A,EA,622294 MODIFY KNOB,622294 MODIFY KNOB,FALSE,,,,1,FALSE,13664,,
M030-0472,A,0,1,M030-0472,A,EA,227027422 (COATED PART),227027422 BRKT DIAD MNT AL.125X6X9.98 (COATED PART),FALSE,,,,1,FALSE,,,
S002-1144,A,0,1,S002-1144,A,EA,305415 STL; BUSHING; ADJU_ROD; 5/8NC; POB_20; ZINC,305415 STL; BUSHING; ADJU_ROD; 5/8NC; POB_20; ZINC,FALSE,,,,1,FALSE,,,
S002-1146,A,0,1,S002-1146,A,EA,609649 PFC PLATE; RT SIDE; BOOM SWIVEL,609649 PFC PLATE; RT SIDE; BOOM SWIVEL,FALSE,,,,1,FALSE,,,
T026-0614,A,0,1,T026-0614,A,EA,ECCS-FC-P-01 SHORT FIXED CHUTE SKIN,ECCS-FC-P-01 SHORT FIXED CHUTE SKIN,FALSE,,,,1,FALSE,13738,,
T026-0616,A,0,1,T026-0616,A,EA,ECCS-EXC-P-01 EXTENSION CHUTE SKIN,ECCS-EXC-P-01 EXTENSION CHUTE SKIN,FALSE,,,,1,FALSE,13739,,
N016-0481,A,0,1,N016-0481,A,EA,CFAB-20109,"cover, power entry, nanobar entry",FALSE,,,,1,FALSE,13836,,
S002-1148,A,0,1,S002-1148,A,EA,618819 GEARBOX; YOKE; WMT,618819 GEARBOX; YOKE; WMT,FALSE,,,,1,FALSE,13840,,
N016-0486,A,0,1,N016-0486,A,EA,CFAB-41053,"gridface, 1W x 8T, 2.5 rig",FALSE,,,,1,FALSE,13839,,
N016-0487,A,0,1,N016-0487,A,EA,CFAB-41054,"backpan, 1W x 8T, 2.5 rig",FALSE,,,,1,FALSE,13845,,
N016-0483,A,0,1,N016-0483,A,EA,CFAB-20207,"cover, power entry, nanobar, lid",FALSE,,,,1,FALSE,13838,,
N016-0484,A,0,1,N016-0484,A,EA,CFAB-20211,"plate, joining, nanobar, front face",FALSE,,,,1,FALSE,13855,,
N016-0489,A,0,1,N016-0489,A,EA,CFAB-41056,"end cap, 1W, 2.5 rig, nanobar, vent perf",FALSE,,,,1,FALSE,13857,,
H030-0037,A,0,1,H030-0037,A,EA,5216058 EXH FLANGE 404C 22T,5216058 EXH FLANGE 404C 22T,FALSE,,,,1,FALSE,13872,,
S039-0313,A,0,1,S039-0313,A,EA,6858W21F028 BLANK,6858W21F028 BLANK,FALSE,,,,1,FALSE,13949,,
S038-0935,A,0,1,S038-0935,A,EA,SHIM.06-09,"SHIM, 1/16"" X 6"" X 9"", (4) 5/8"" Holes",FALSE,,,,1,FALSE,14187,,
A054-0010,A,0,1,A054-0010,A,EA,ENCL13430,SS GROUND PAD,FALSE,,,,1,FALSE,16617,,
M040-0175,A,0,1,M040-0175,A,EA,Detail 250,Detail 250,FALSE,,,,1,FALSE,14239,,
S002-1152,A,0,1,S002-1152,A,EA,619508 CS; FENDER; WMT,619508 CS; FENDER; WMT,FALSE,,,,1,FALSE,"14286
14287
14288",,
N016-0490,A,0,1,N016-0490,A,EA,CFAB-22494 HDS 3W FLAT DECOR - CORNER,CFAB-22494 HDS 3W FLAT DECOR - CORNER,FALSE,,,,1,FALSE,14478,,
N016-0493,A,0,1,N016-0493,A,EA,CFAB-41109 HDS 4T FLAT SPACER,CFAB-41109 HDS 4T FLAT SPACER,FALSE,,,,1,FALSE,14481,,
